id,name,address,city_id
1204,Sofitel Vienna Stephansdom,Praterstra e 1 02 Leopoldstadt 1020  ,6
1205,Grand Hotel Amr th Amsterdam,Prins Hendrikkade 108  City Center 1011 AK  ,4
1206,art otel Amsterdam,Prins Hendrikkade 33  City Center 1012 TM  ,4
1207,NH Collection Amsterdam Barbizon Palace,Prins Hendrikkade 59 72  City Center 1012 AD  ,4
1208,Pulitzer Amsterdam,Prinsengracht 315 331  City Center 1016 GZ  ,4
1209,Dikker en Thijs Fenice Hotel,Prinsengracht 444  City Center 1017 KE  ,4
1210,Andaz Amsterdam Prinsengracht A Hyatt Hotel,Prinsengracht 587  City Center 1067 HT  ,4
1211,Hotel Seven One Seven,Prinsengracht 717  City Center 1017 JW  ,4
1212,citizenM Amsterdam,Prinses Irenestraat 30 Zuideramstel 1077 WX  ,4
1213,InterContinental Amstel Amsterdam,Professor Tulpplein 1  City Center 1018 GX  ,4
1214,Attica 21 Barcelona Mar,Proven als 10 Sant Mart 08019  ,5
1215,Hotel America Barcelona,Provenza 195 Eixample 08008  ,5
1216,Golden Tulip Amsterdam Riverside,Provincialeweg 38 Zuidoost 1108 AB  ,4
1217,Catalonia Park Putxet,Putget 68 Sarri St Gervasi 08023  ,5
1218,Hotel Murmuri Barcelona,Rambla Catalunya 104 Eixample 08008  ,5
1219,NH Collection Barcelona Gran Hotel Calder n,Rambla Catalunya 26 Eixample 08007  ,5
1220,H10 Metropolitan 4 Sup,Rambla Catalunya 7 9 Eixample 08007  ,5
1221,HCC Regente,Rambla de Catalunya 76 Eixample 08008  ,5
1222,Barcel Raval,Rambla del Raval 17 21 Ciutat Vella 08001  ,5
1223,Le M ridien Barcelona,Ramblas 111 Ciutat Vella 08002  ,5
1224,Ilunion Barcelona,Ramon Turr 196 198 Sant Mart 08005  ,5
1225,Austria Trend Hotel Rathauspark Wien,Rathausstra e 17 01 Innere Stadt 1010  ,6
1226,Hotel Landhaus Fuhrgassl Huber,Rathstra e 24 Neustift am Walde 19 D bling 1190  ,6
1227,Hotel Parco di Sch nbrunn Vienna,Ratschkygasse 32 12 Meidling 1120  ,6
1228,Catalonia Born,Rec Comtal 16 18 Ciutat Vella 08003  ,5
1229,NH Amsterdam Caransa,Rembrandtplein 19  City Center 1017 CT  ,4
1230,NH Amsterdam Schiller,Rembrandtplein 26 36  City Center 1017 CV  ,4
1231,Royal Amsterdam Hotel,Rembrandtplein 44  City Center 1017 CV  ,4
1232,Lindner Hotel Am Belvedere,Rennweg 12 03 Landstra e 1030  ,6
1233,NH Wien Belvedere,Rennweg 12a 03 Landstra e 1030  ,6
1234,Austria Trend Hotel Savoyen Vienna,Rennweg 16 03 Landstra e 1030  ,6
1235,Austria Trend Hotel Doppio Wien,Rennweg 99 Rinnboeckstrasse 1 03 Landstra e 1030  ,6
1236,K West Hotel Spa,Richmond Way Hammersmith and Fulham  W14 0AX ,1
1237,Appartement Hotel an der Riemergasse,Riemergasse 8 01 Innere Stadt 1010  ,6
1238,Saint SHERMIN bed breakfast champagne,Rilke Platz 7 04 Wieden 1040  ,6
1239,The Wittmore Adults Only,Riudarenes 7 Ciutat Vella 08002  ,5
1240,Le Meridien Vienna,Robert Stolz Platz 1 01 Innere Stadt 1010  ,6
1241,The College Hotel,Roelof Hartstraat 1 Oud Zuid 1071 VE  ,4
1242,Hotel Roemer Amsterdam,Roemer Visscherstraat 8 10 Oud West 1054 EV  ,4
1243,Hotel mbit Barcelona,Roger de Ll ria 17 Eixample 08010  ,5
1244,Catalonia Eixample 1864,Roger de Ll ria 60 Eixample 08009  ,5
1245,Negresco Princess 4 Sup,Roger de Lluria 16 18 Eixample 08010  ,5
1246,Petit Palace Barcelona,Roger De Lluria 21 Esq Gran Via 662 Eixample 08037  ,5
1247,Roger de Ll ria,Roger de Lluria 28 Eixample 08010  ,5
1248,Hotel Garbi Millenni,Ronda Sant Pau 14 Ciutat Vella 08001  ,5
1249,Vincci Gala,Ronda Sant Pere 32 Eixample 08010  ,5
1250,Catalonia Square 4 Sup,Ronda Sant Pere 9 Eixample 08010  ,5
1251,H10 Universitat,Ronda Universitat 21 Eixample 08007  ,5
1252,Hotel Regina,Rooseveltplatz 15 09 Alsergrund 1090  ,6
1253,Bcn Urban Hotels Gran Rosellon,Rosell n 174 176 Eixample 08036  ,5
1254,Gallery Hotel,Rossell 249 Eixample 08008  ,5
1255,Hotel Omm,Rossell 265 Eixample 08008  ,5
1256,Ayre Hotel Rosell n,Rossell 390 Eixample 08025  ,5
1257,Evenia Rossello,Rossello 191 Eixample 08036  ,5
1258,Hotel Imlauer Wien,Rotensterngasse 10 02 Leopoldstadt 1020  ,6
1259,Hotel Nestroy Wien,Rotensterngasse 7a 02 Leopoldstadt 1020  ,6
1260,Hotel Lam e,Rotenturmstra e 15 01 Innere Stadt 1010  ,6
1261,Crowne Plaza London Docklands,Royal Victoria Dock Western Gateway Newham  E16 1AL ,1
1262,K K Palais Hotel,Rudolfsplatz 11 01 Innere Stadt 1010  ,6
1263,Radisson Blu Hotel Amsterdam,Rusland 17  City Center 1012 CK  ,4
1264,Catalonia Rigoletto,Sabino de Arana 22 24 Les Corts 08028  ,5
1265,Hotel Neri,San Sever 5 Ciutat Vella 08002  ,5
1266,Capri by Fraser Barcelona,Sancho de vila 32 34 Sant Mart 08018  ,5
1267,Hotel Espa a Ramblas,Sant Pau 9 11 Ciutat Vella 08001  ,5
1268,Abba Garden,Santa Rosa Esplugues 33 08950  ,5
1269,Zenit Barcelona,Santal 8 Sarri St Gervasi 08021  ,5
1270,Hyatt Regency Amsterdam,Sarphatistraat 104  City Center 1018 GV  ,4
1271,Austria Trend Hotel Schloss Wilhelminenberg Wien,Savoyenstra e 2 16 Ottakring 1160  ,6
1272,Copthorne Tara Hotel London Kensington,Scarsdale Place Kensington Kensington and Chelsea  W8 5SY ,1
1273,Courtyard by Marriott Vienna Schoenbrunn,Sch nbrunner Schlossstra e 38 40 12 Meidling 1120  ,6
1274,Arthotel ANA Prime,Sch nbrunner Stra e 41 05 Margareten 1050  ,6
1275,Fletcher Hotel Amsterdam,Schepenbergweg 50 Zuidoost 1105 AT  ,4
1276,Austria Trend Hotel Park Royal Palace Vienna,Schlossallee 8 14 Penzing 1140  ,6
1277,Falkensteiner Hotel Wien Zentrum Schottenfeld,Schottenfeldgasse 74 07 Neubau 1070  ,6
1278,Hilton Vienna Plaza,Schottenring 11 01 Innere Stadt 1010  ,6
1279,Palais Hansen Kempinski Vienna,Schottenring 24 01 Innere Stadt 1010  ,6
1280,Hotel de France Wien,Schottenring 3 01 Innere Stadt 1010  ,6
1281,Grand Ferdinand Vienna Your Hotel In The City Center,Schubertring 10 12 01 Innere Stadt 1010  ,6
1282,Hotel Am Schubertring,Schubertring 11 01 Innere Stadt 1010  ,6
1283,The Ritz Carlton Vienna,Schubertring 5 7 01 Innere Stadt 1010  ,6
1284,Hotel K nig von Ungarn,Schulerstra e 10 01 Innere Stadt 1010  ,6
1285,Hotel Domizil,Schulerstra e 14 01 Innere Stadt 1010  ,6
1286,Hotel Capricorno,Schwedenplatz 3 4 01 Innere Stadt 1010  ,6
1287,Hotel Advance,Sep lveda 180 Eixample 08011  ,5
1288,Derag Livinghotel Kaiser Franz Joseph Vienna,Sieveringer Stra e 4 19 D bling 1190  ,6
1289,Room Mate Giulia,Silvio Pellico 4  City Center 20121  ,3
1290,Simm s Hotel,Simmeringer Hauptstra e 55 57 11 Simmering 1110  ,6
1291,Hotel Esther a,Singel 303 309  City Center 1012 WJ  ,4
1292,Hotel Royal,Singerstra e 3 01 Innere Stadt 1010  ,6
1293,Sloane Square Hotel,Sloane Square Kensington and Chelsea  SW1W 8EG ,1
1294,Best Western Plus Hotel Blue Square,Slotermeerlaan 80 Geuzenveld Slotermeer 1064 HD  ,4
1295,Austria Trend Hotel Ananas Wien,Sonnenhofgasse 8 10 05 Margareten 1050  ,6
1296,Hotel Zeitgeist Vienna Hauptbahnhof,Sonnwendgasse 15 10 Favoriten 1100  ,6
1297,AZIMUT Hotel Vienna,Sonnwendgasse 8 10 Favoriten 1100  ,6
1298,Hilton London Canary Wharf,South Quay Marsh Wall Tower Hamlets  E14 9SH ,1
1299,Grange Holborn Hotel,Southampton Row Bloomsbury Camden  WC1B 4AR ,1
1300,WestCord Art Hotel Amsterdam 4 stars,Spaarndammerdijk 304 Westerpark 1013 ZX  ,4
1301,W Amsterdam,Spuistraat 175  City Center 1012 VN  ,4
1302,NH City Centre Amsterdam,Spuistraat 288 292  City Center 1012 VX  ,4
1303,The Stafford London,St James s Place Westminster Borough  SW1A 1NJ ,1
1304,The Tower A Guoman Hotel,St Katherines Way Tower Hamlets  E1W 1LD ,1
1305,Ramada Apollo Amsterdam Centre,Staalmeesterslaan 410 Slotervaart 1057 PH  ,4
1306,Amsterdam Marriott Hotel,Stadhouderskade 12 Oud West 1054 ES  ,4
1307,Park Hotel,Stadhouderskade 25 Oud Zuid 1071 ZD  ,4
1308,NH Amsterdam Centre,Stadhouderskade 7 Oud West 1054 ES  ,4
1309,DO CO Hotel Vienna,Stephansplatz 12 01 Innere Stadt 1010  ,6
1310,Hotel Am Stephansplatz,Stephansplatz 9 01 Innere Stadt 1010  ,6
1311,The Savoy,Strand Westminster Borough  WC2R 0EU ,1
1312,The May Fair Hotel,Stratton Street Mayfair Westminster Borough  W1J 8LT ,1
1313,Best Western Hotel Pension Arenberg Wien Zentrum,Stubenring 2 01 Innere Stadt 1010  ,6
1314,Hotel Stefanie,Taborstra e 12 02 Leopoldstadt 1020  ,6
1315,Hotel City Central,Taborstra e 8 A 02 Leopoldstadt 1020  ,6
1316,Amba Hotel Charing Cross,The Strand Westminster Borough  WC2N 5HX ,1
1317,Hotel Das Tigra,Tiefer Graben 14 20 01 Innere Stadt 1010  ,6
1318,Holiday Inn London Brent Cross,Tilling Road  NW2 1LP ,1
1319,Bermondsey Square Hotel A Bespoke Hotel,Tower Bridge Road Southwark  SE1 3UN ,1
1320,Courtyard by Marriott Vienna Prater Messe,Trabrennstra e 4 02 Leopoldstadt 1020  ,6
1321,NH Barcelona Stadium,Travessera de les Corts 150 152 Les Corts 08028  ,5
1322,Imperial Riding School Renaissance Vienna Hotel,Ungargasse 60 03 Landstra e 1030  ,6
1323,Aparthotel Adagio Vienna City,Uraniastra e 2 01 Innere Stadt 1010  ,6
1324,Mercure Barcelona Condor,V a Augusta 127 Sarri St Gervasi 08006  ,5
1325,H10 Cubik 4 Sup,V a Laietana 69 Ciutat Vella 08003  ,5
1326,Sunotel Club Central,Valencia 157 Eixample 08011  ,5
1327,Conservatorium Hotel,Van Baerlestraat 27 Oud Zuid 1071 AN  ,4
1328,NH Amsterdam Zuid,Van Leijenberghlaan 221 Zuideramstel 1082 GG  ,4
1329,Hotel Tocq,Via A de Tocqueville 7 D Garibaldi Station 20154  ,3
1330,The Square Milano Duomo,Via Albricci 2 4  City Center 20122  ,3
1331,Mandarin Oriental Milan,Via Andegari 9  City Center 20121  ,3
1332,Art Hotel Navigli,Via Angelo Carlo Fumagalli 4 Navigli 20143  ,3
1333,Hotel Balmoral,Via Augusta 5 08006  ,5
1334,Brunelleschi Hotel,Via Baracchini 12  City Center 20123  ,3
1335,Camperio House Suites Apartments,Via Camperio 9  City Center 20123  ,3
1336,TownHouse 33,Via Carlo Goldoni 33 Citt Studi 20129  ,3
1337,Hotel Regina,Via Cesare Correnti 13  City Center 20123  ,3
1338,Hotel Capitol Milano,Via Cimarosa 6 Fiera o City 20144  ,3
1339,Hotel Clerici,Via Clerici 11  City Center 20121  ,3
1340,UNA Hotel Cusani,Via Cusani 13  City Center 20121  ,3
1341,Hotel Pierre Milano,Via De Amicis 32  City Center 20123  ,3
1342,MiHotel,Via Dei Fontanili 26 Ripamonti Corvetto 20141  ,3
1343,Hotel Milano Scala,Via dell Orso 7  City Center 20121  ,3
1344,IH Hotels Milano Gioia,Via della Giustizia 10 D Bicocca Zara 20125  ,3
1345,Style Hotel,Via delle Erbe 1  City Center 20121  ,3
1346,Andreola Central Hotel,Via Domenico Scarlatti 24 Central Station 20124  ,3
1347,Hotel Bristol,Via Domenico Scarlatti 32 Central Station 20124  ,3
1348,Admiral Hotel,Via Domodossola 16 Fiera o City 20145  ,3
1349,UNA Hotel Century,Via Fabio Filzi 25 B Central Station 20124  ,3
1350,Hotel Marconi,Via Fabio Filzi 3 Central Station 20124  ,3
1351,Hotel Cavour,Via Fatebenefratelli 21  City Center 20121  ,3
1352,Best Western Plus Hotel Felice Casati,Via Felice Casati 18 Central Station 20124  ,3
1353,Nu Hotel,Via Feltre 19 B Citt Studi 20132  ,3
1354,Hotel Magna Pars Small Luxury Hotels of the World,Via Forcella 6 Navigli 20144  ,3
1355,Mercure Milano Regency,Via G Arimondi 12 Sempione 20155  ,3
1356,Hotel Auriga,Via G B Pirelli 7 Central Station 20124  ,3
1357,Hotel Portello Gruppo Minihotel,Via G Silva 12 Fiera o City 20149  ,3
1358,Idea Hotel Milano San Siro,Via Gaetano Airaghi 125 20153  ,3
1359,Windsor Hotel Milano,Via Galileo Galilei 2 Central Station 20124  ,3
1360,Four Points Sheraton Milan Center,Via Gerolamo Cardano 1 Central Station 20124  ,3
1361,Four Seasons Hotel Milano,Via Ges 6 8  City Center 20121  ,3
1362,IH Hotels Milano Watt 13,Via Giacomo Watt 13 Famagosta 20143  ,3
1363,LaGare Hotel Milano Centrale MGallery by Sofitel,Via Gian Battista Pirelli 20 Central Station 20124  ,3
1364,Barcel Milan,Via Giorgio Stephenson 55 20157  ,3
1365,UNA Hotel Scandinavia,Via Giovanni Battista Fauch Sempione 20154  ,3
1366,Acca Palace,Via Giovanni Nicotera 9 Niguarda 20161  ,3
1367,Sina De La Ville,Via Hoepli 6  City Center 20121  ,3
1368,UNA Hotel Mediterraneo,Via L Muratori 14 Porta Romana 20135  ,3
1369,Hotel La Spezia Gruppo MiniHotel,Via La Spezia 25 Famagosta 20142  ,3
1370,Exe Laietana Palace,Via Laietana 17 Ciutat Vella 08003  ,5
1371,Grand Hotel Central,Via Laietana 30 Ciutat Vella 08003  ,5
1372,Ilunion Almirante,Via Laietana 42 Ciutat Vella 08003  ,5
1373,Ohla Barcelona,Via Laietana 49 Ciutat Vella 08003  ,5
1374,Barcelona Hotel Colonial,Via Layetana 3 Ciutat Vella 08003  ,5
1375,NH Milano Machiavelli,Via Lazzaretto 5 Central Station 20124  ,3
1376,Hotel Sanpi Milano,Via Lazzaro Palazzi 18 Central Station 20124  ,3
1377,Best Western Hotel Ascot,Via Lentasio 3  City Center 20122  ,3
1378,Ca Bianca Hotel Corte Del Naviglio,Via Lodovico Il Moro 117 Navigli 20143  ,3
1379,IH Hotels Milano Lorenteggio,Via Lorenteggio 278 Lorenteggio 20152  ,3
1380,Hilton Garden Inn Milan North,Via Lucio Giunio Columella 36 Distretto Viale Monza 20128  ,3
1381,DoubleTree By Hilton Milan,Via Ludovico Di Breme 77 Certosa 20156  ,3
1382,Hilton Milan,Via Luigi Galvani 12 Central Station 20124  ,3
1383,Hotel Wagner,Via M Buonarroti 13 Fiera o City 20149  ,3
1384,Hotel Boutique Duomo,Via Mac Mahon 45 Sempione 20155  ,3
1385,Hotel Manin,Via Manin 7  City Center 20121  ,3
1386,Grand Hotel et de Milan,Via Manzoni 29  City Center 20121  ,3
1387,Armani Hotel Milano,Via Manzoni 31  City Center 20121  ,3
1388,Meli Milano,Via Masaccio 19 Fiera o City 20149  ,3
1389,Hotel Mediolanum,Via Mauro Macchi 1 Central Station 20124  ,3
1390,UNA Maison Milano,Via Mazzini 4  City Center 20123  ,3
1391,Novotel Milano Linate Aeroporto,Via Mecenate 121 20138  ,3
1392,Hotel Carrobbio,Via Medici 3  City Center 20123  ,3
1393,NH Milano Grand Hotel Verdi,Via Melchiorre Gioia 6 Garibaldi Station 20124  ,3
1394,Crowne Plaza Milan City,Via Melchiorre Gioia 73 Central Station 20124  ,3
1395,Leonardo Hotel Milan City Center,Via Messina 10 Sempione 20154  ,3
1396,Petit Palais Hotel De Charme,Via Molino Delle Armi 1 Angolo Corso Italia  City Center 20123  ,3
1397,Mokinba Hotels Montebianco,Via Monte Rosa 90 Fiera o City 20149  ,3
1398,Hotel Mentana,Via Morigi 2  City Center 20123  ,3
1399,Atahotel Contessa Jolanda,Via Murat 21 Niguarda 20159  ,3
1400,Hotel Berna,Via Napo Torriani 18 Central Station 20124  ,3
1401,Best Western Atlantic Hotel,Via Napo Torriani 24 Central Station 20124  ,3
1402,LHP Hotel Napoleon,Via Ozanam 12 Citt Studi 20129  ,3
1403,Ibis Styles Milano Palmanova,Via Palmanova 153 20132  ,3
1404,Mokinba Hotels Baviera,Via Panfilo Castaldi 7 Central Station 20124  ,3
1405,Hotel Vittoria,Via Pietro Calvi 32 P Vittoria 20129  ,3
1406,Starhotels Business Palace,Via Pietro Gaggia 3 Ripamonti Corvetto 20139  ,3
1407,Hotel Mercure Milano Solari,Via Pietro Orseolo 1 Navigli 20144  ,3
1408,ADI Hotel Poliziano Fiera,Via Poliziano 11 Sempione 20154  ,3
1409,Bulgari Hotel Milano,Via Privata Fratelli Gabba 7 B  City Center 20121  ,3
1410,Best Western Madison Hotel,Via Privata Leopoldo Gasparotto 8 Central Station 20124  ,3
1411,The Hub Hotel,Via Privata Polonia 10 20157  ,3
1412,Hotel Silver,Via Riccardo Lombardi 9 11 20153  ,3
1413,Colombia,Via Roberto Lepetit 15 Central Station 20124  ,3
1414,Antares Hotel Rubens,Via Rubens 21 San Siro 20148  ,3
1415,STRAF a Member of Design Hotels ,Via San Raffaele 3  City Center 20121  ,3
1416,Sina The Gray,Via San Raffaele 6  City Center 20121  ,3
1417,Antica Locanda Dei Mercanti,Via San Tomaso 6  City Center 20121  ,3
1418,Palazzo Segreti,Via San Tomaso 8 b  City Center 20121  ,3
1419,Hotel Santa Marta Suites,Via Santa Marta 4  City Center 20123  ,3
1420,TH Street Duomo,Via Santa Radegonda 14  City Center 20121  ,3
1421,Uptown Palace,Via Santa Sofia 10  City Center 20122  ,3
1422,Hotel Manzoni,Via Santo Spirito 20  City Center 20121  ,3
1423,Senato Hotel Milano,Via Senato 22  City Center 20121  ,3
1424,Baglioni Hotel Carlton The Leading Hotels of the World,Via Senato 5  City Center 20121  ,3
1425,Hotel Da Vinci,Via Senigallia 6 20161  ,3
1426,TownHouse Duomo,Via Silvio Pellico 2  City Center 20121  ,3
1427,TownHouse Galleria,Via Silvio Pellico 8  City Center 20121  ,3
1428,Hotel Spadari Al Duomo,Via Spadari 11  City Center 20123  ,3
1429,Starhotels Ritz,Via Spallanzani 40 Central Station 20129  ,3
1430,Ramada Plaza Milano,Via Stamira D Ancona 27 Distretto Viale Monza 20127  ,3
1431,NH Milano Touring,Via Tarchetti 2  City Center 20121  ,3
1432,AC Hotel Milano a Marriott Lifestyle Hotel,Via Tazzoli 2 Garibaldi Station 20154  ,3
1433,Hotel Tiziano Park Vita Parcour Gruppo MiniHotels,Via Tiziano 6 Fiera o City 20145  ,3
1434,Park Hyatt Milano,Via Tommaso Grossi 1  City Center 20121  ,3
1435,Nhow Milan,Via Tortona 35 Navigli 20144  ,3
1436,Holiday Inn Milan Garibaldi Station,Via Ugo Bassi 1 A Ang Via C Farini Garibaldi Station 20159  ,3
1437,Milan Suite Hotel,Via Varesina 124 Certosa 20156  ,3
1438,Klima Hotel Milano Fiere,Via Venezia Giulia 8 20157  ,3
1439,Radisson Blu Hotel Milan,Via Villapizzone 24 Certosa 20156  ,3
1440,Milan Marriott Hotel,Via Washington 66 Fiera o City 20146  ,3
1441,ADI Doria Grand Hotel,Viale Andrea Doria 22 Central Station 20124  ,3
1442,Starhotels Echo,Viale Andrea Doria 4 Central Station 20124  ,3
1443,Bianca Maria Palace Hotel,Viale Bianca Maria 4  City Center 20129  ,3
1444,Hotel D Este,Viale Bligny 23  City Center 20136  ,3
1445,Hotel Liberty,Viale Bligny 56  City Center 20136  ,3
1446,Best Western Hotel Mirage,Viale Certosa 104 106 Certosa 20156  ,3
1447,Hotel Raffaello,Viale Certosa 108 Certosa 20156  ,3
1448,Antares Hotel Accademia,Viale Certosa 68 Certosa 20155  ,3
1449,Starhotels Tourist,Viale Fulvio Testi 300 Bicocca Zara 20126  ,3
1450,Grand Visconti Palace,Viale Isonzo 14 Porta Romana 20135  ,3
1451,Best Western Hotel Major,Viale Isonzo 2 Porta Romana 20135  ,3
1452,Hotel Lombardia,Viale Lombardia 74 76 Citt Studi 20131  ,3
1453,NH Milano Palazzo Moscova,Viale Monte Grappa 12 Garibaldi Station 20124  ,3
1454,Best Western Antares Hotel Concorde,Viale Monza 132 Distretto Viale Monza 20127  ,3
1455,Atahotel Linea Uno,Viale Monza 139 Distretto Viale Monza 20125  ,3
1456,Best Western Hotel Astoria,Viale Murillo 9 Fiera o City 20149  ,3
1457,Sheraton Diana Majestic,Viale Piave 42  City Center 20129  ,3
1458,Hotel degli Arcimboldi,Viale Sarca 336 Bicocca Zara 20125  ,3
1459,Novotel Milano Nord Ca Granda,Viale Suzzani 13 Bicocca Zara 20162  ,3
1460,Best Western Hotel St George,Viale Tunisia 9 Central Station 20124  ,3
1461,NH Carlton Amsterdam,Vijzelstraat 4  City Center 1017 HK  ,4
1462,Albus Hotel Amsterdam City Centre,Vijzelstraat 49  City Center 1017 HE  ,4
1463,Hotel Vilamar ,Vilamari 34 36 Eixample 08015  ,5
1464,Vilana Hotel,Vilana 7 Sarri St Gervasi 08017  ,5
1465,Acevi Villarroel,Villarroel 106 Eixample 08011  ,5
1466,Hotel Arkadenhof,Viriotgasse 5 09 Alsergrund 1090  ,6
1467,Hotel Vondel Amsterdam,Vondelstraat 18 30 Oud West 1054 GE  ,4
1468,Hotel Pension Baron am Schottentor,W hringer Stra e 12 09 Alsergrund 1090  ,6
1469,Hotel Atlanta,W hringer Stra e 33 35 09 Alsergrund 1090  ,6
1470,Park Inn by Radisson Uno City Vienna,Wagramer Stra e 16 18 22 Donaustadt 1220  ,6
1471,NH Danube City,Wagramer Stra e 21 22 Donaustadt 1220  ,6
1472,Strandhotel Alte Donau,Wagramer Stra e 51 22 Donaustadt 1220  ,6
1473,ARCOTEL Kaiserwasser Superior,Wagramer Stra e 8 22 Donaustadt 1220  ,6
1474,Mercure Hotel Raphael Wien,Wallgasse 23 06 Mariahilf 1060  ,6
1475,Arthotel ANA Boutique Six,Webgasse 23 06 Mariahilf 1060  ,6
1476,Austria Trend Hotel Anatol Wien,Webgasse 26 06 Mariahilf 1060  ,6
1477,Hotel Kaiserin Elisabeth,Weihburggasse 3 01 Innere Stadt 1010  ,6
1478,Boutique Hotel Notting Hill,Westeinde 26  City Center 1017 ZP  ,4
1479,Crowne Plaza London Ealing,Western Avenue Ealing  W5 1HG ,1
1480,Good Hotel London,Western Gateway Newham  E16 1FA ,1
1481,Park Plaza Westminster Bridge London,Westminster Bridge Road Lambeth  SE1 7UT ,1
1482,Hotel du Vin Cannizaro House Wimbledon,Westside Wimbledon Common Wimbledon  SW19 4UE ,1
1483,Amsterdam Canal Residence,Weteringschans 251  City Center 1017 XJ  ,4
1484,Thistle Trafalgar Square The Royal Trafalgar,Whitcomb Street Trafalgar Square Westminster Borough  WC2H 7HG ,1
1485,Corinthia Hotel London,Whitehall Place Westminster Borough  SW1A 2BD ,1
1486,The Student Hotel Amsterdam City,Wibautstraat 129 Oost 1091 GL  ,4
1487,Hotel Prinz Eugen,Wiedner G rtel 14 04 Wieden 1040  ,6
1488,Hotel Erzherzog Rainer,Wiedner Hauptstr 27 29 04 Wieden 1040  ,6
1489,Das Triest Hotel,Wiedner Hauptstra e 12 04 Wieden 1040  ,6
1490,Suite Hotel 900 m zur Oper,Wiedner Hauptstra e 44 04 Wieden 1040  ,6
1491,Hotel Amadeus,Wildpretmarkt 5 01 Innere Stadt 1010  ,6
1492,The Berkeley,Wilton Place Knightsbridge Westminster Borough  SW1X 7RL ,1
1493,Holiday Inn London Kensington,Wrights Lane Kensington and Chelsea  W8 5SP ,1
1494,Atlantis Hotel Vienna,Wurzbachgasse 21 15 Rudolfsheim F nfhaus 1150  ,6
